"OccurrenceId","scientificName","kingdom","phylum","class","order","family","genus","specificEpithet","infraSpecificEpithet","rights","createdBy","associatedMedia"
"http://www1.ala.org.au/gallery2/d/34521-4/maroga_melanostigma_04.jpg","Maroga melanostigma","","","","Lepidoptera","Xyloryctidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/166/1662373/raw.jpg"
"http://www1.ala.org.au/gallery2/d/34511-4/maroga_melanostigma_01.jpg","Maroga melanostigma","","","","Lepidoptera","Xyloryctidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/166/1662367/raw.jpg"
"http://www1.ala.org.au/gallery2/d/34518-4/maroga_melanostigma_03.jpg","Maroga melanostigma","","","","Lepidoptera","Xyloryctidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/166/1662371/raw.jpg"
"http://www1.ala.org.au/gallery2/d/32067-4/coenotes_eremophilae_01.jpg","Coenotes eremophilae","","","","Lepidoptera","Sphingidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1155089/raw.jpg"
"http://www1.ala.org.au/gallery2/d/32071-4/coenotes_eremophilae_02.jpg","Coenotes eremophilae","","","","Lepidoptera","Sphingidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1155091/raw.jpg"
"http://www1.ala.org.au/gallery2/d/32280-4/hippotion_scrofa_01.jpg","Hippotion scrofa","","","","Lepidoptera","Sphingidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/166/1661836/raw.jpg"
"http://www1.ala.org.au/gallery2/d/32284-4/hippotion_scrofa_02.jpg","Hippotion scrofa","","","","Lepidoptera","Sphingidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/166/1661838/raw.jpg"
"http://www1.ala.org.au/gallery2/d/21527-4/doratifera_ochroptila_02.jpg","Doratifera ochroptila","","","","Lepidoptera","Limacodidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1154007/raw.jpg"
"http://www1.ala.org.au/gallery2/d/21523-4/doratifera_ochroptila_01.jpg","Doratifera ochroptila","","","","Lepidoptera","Limacodidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1154002/raw.jpg"
"http://www1.ala.org.au/gallery2/d/21530-4/doratifera_ochroptila_03.jpg","Doratifera ochroptila","","","","Lepidoptera","Limacodidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1154011/raw.jpg"
"http://www1.ala.org.au/gallery2/d/32380-4/macroglossum_corythus_02.jpg","Macroglossum corythus","","","","Lepidoptera","Sphingidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/166/1661860/raw.jpg"
"http://www1.ala.org.au/gallery2/d/32376-4/macroglossum_corythus_01.jpg","Macroglossum corythus","","","","Lepidoptera","Sphingidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/166/1661858/raw.jpg"
"http://www1.ala.org.au/gallery2/d/15791-4/cyclotorna_diplocentra_01.jpg","Cyclotorna diplocentra","","","","Lepidoptera","Cyclotornidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1152606/raw.jpg"
"http://www1.ala.org.au/gallery2/d/15796-4/cyclotorna_diplocentra_02.jpg","Cyclotorna diplocentra","","","","Lepidoptera","Cyclotornidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1152611/raw.jpg"
"http://www1.ala.org.au/gallery2/d/32449-4/macroglossum_joannisi_02.jpg","Macroglossum joannisi","","","","Lepidoptera","Sphingidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/166/1661876/raw.jpg"
"http://www1.ala.org.au/gallery2/d/32445-4/macroglossum_joannisi_01.jpg","Macroglossum joannisi","","","","Lepidoptera","Sphingidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/166/1661874/raw.jpg"
"http://www1.ala.org.au/gallery2/d/19167-2/eupselia_anommata_01.jpg","Eupselia anommata","","","","Lepidoptera","Hypertrophidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1153322/raw.jpg"
"http://www1.ala.org.au/gallery2/d/33628-2/clerarcha_poliochyta_01.jpg","Clerarcha poliochyta","","","","Lepidoptera","Xyloryctidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1155483/raw.jpg"
"http://www1.ala.org.au/gallery2/d/33633-4/clerarcha_poliochyta_02.jpg","Clerarcha poliochyta","","","","Lepidoptera","Xyloryctidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1155487/raw.jpg"
"http://www1.ala.org.au/gallery2/d/19099-4/acraephnes_nitida_01.jpg","Acraephnes nitida","","","","Lepidoptera","Hypertrophidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1153288/raw.jpg"
"http://www1.ala.org.au/gallery2/d/19587-4/imma_melanosphena_01.jpg","Imma melanosphena","","","","Lepidoptera","Immidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1153474/raw.jpg"
"http://www1.ala.org.au/gallery2/d/10671-4/ogmograptis_02.jpg","Ogmograptis","","","","Lepidoptera","Bucculatricidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1152203/raw.jpg"
"http://www1.ala.org.au/gallery2/d/10667-2/ogmograptis_01.jpg","Ogmograptis","","","","Lepidoptera","Bucculatricidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1152198/raw.jpg"
"http://www1.ala.org.au/gallery2/d/10674-4/ogmograptis_03.jpg","Ogmograptis","","","","Lepidoptera","Bucculatricidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1152209/raw.jpg"
"http://www1.ala.org.au/gallery2/d/19687-4/aictis_erythrozona_02.jpg","Aictis erythrozona","","","","Lepidoptera","Lacturidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1153522/raw.jpg"
"http://www1.ala.org.au/gallery2/d/19682-4/aictis_erythrozona_01.jpg","Aictis erythrozona","","","","Lepidoptera","Lacturidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1153518/raw.jpg"
"http://www1.ala.org.au/gallery2/d/29753-4/ptyssoptera_teleochra_01.jpg","Ptyssoptera teleochra","","","","Lepidoptera","Palaephatidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1154353/raw.jpg"
"http://www1.ala.org.au/gallery2/d/21784-4/pygmaeomorpha_ocularis_01.jpg","Pygmaeomorpha ocularis","","","","Lepidoptera","Limacodidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/166/1661792/raw.jpg"
"http://www1.ala.org.au/gallery2/d/37029-2/ZELOTYPIA+stacyi+Scott+1869+Oford++NSW+Female.jpg","Zelotypia stacyi","","","","Lepidoptera","Hepialidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/166/1661506/raw.jpg"
"http://www1.ala.org.au/gallery2/d/37023-2/ZELOTYPIA+stacyi+Scott+1869+Gosford++NSW+Male.jpg","Zelotypia stacyi","","","","Lepidoptera","Hepialidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/166/1661502/raw.jpg"
"http://www1.ala.org.au/gallery2/d/19010-4/zelotypia_stacyi_01.jpg","Zelotypia stacyi","","","","Lepidoptera","Hepialidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/166/1661496/raw.jpg"
"http://www1.ala.org.au/gallery2/d/19017-2/zelotypia_stacyi_03.jpg","Zelotypia stacyi","","","","Lepidoptera","Hepialidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/166/1661500/raw.jpg"
"http://www1.ala.org.au/gallery2/d/37026-2/ZELOTYPIA+stacyi+Scott+1869+Gosford+Area+NSW+M.jpg","Zelotypia stacyi","","","","Lepidoptera","Hepialidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/166/1661504/raw.jpg"
"http://www1.ala.org.au/gallery2/d/19014-4/zelotypia_stacyi_02.jpg","Zelotypia stacyi","","","","Lepidoptera","Hepialidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/166/1661498/raw.jpg"
"http://www1.ala.org.au/gallery2/d/34727-4/scieropepla_megadelpha_01.jpg","Scieropepla megadelpha","","","","Lepidoptera","Xyloryctidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/166/1662423/raw.jpg"
"http://www1.ala.org.au/gallery2/d/32403-4/macroglossum_heliophila_01.jpg","Macroglossum heliophila","","","","Lepidoptera","Sphingidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/166/1661864/raw.jpg"
"http://www1.ala.org.au/gallery2/d/31681-4/paratheta_lasiomela_01.jpg","Paratheta lasiomela","","","","Lepidoptera","Scythrididae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1154890/raw.jpg"
"http://www1.ala.org.au/gallery2/d/36885-2/Aenetus+dulcis+_Swinhoe_+1892_+.jpg","Aenetus dulcis","","","","Lepidoptera","Hepialidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281608/raw.jpg"
"http://www1.ala.org.au/gallery2/d/36882-2/Aenetus+dulcis+_Swinhoe+1892_+WA+Karridale+F.jpg","Aenetus dulcis","","","","Lepidoptera","Hepialidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281606/raw.jpg"
"http://www1.ala.org.au/gallery2/d/36876-2/Aenetus+dulcis+_Swinhoe+1892_+WA+Albany+Pupa.jpg","Aenetus dulcis","","","","Lepidoptera","Hepialidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281602/raw.jpg"
"http://www1.ala.org.au/gallery2/d/36879-2/Aenetus+dulcis+_Swinhoe+1892_+WA+Donnybrook+F.jpg","Aenetus dulcis","","","","Lepidoptera","Hepialidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281604/raw.jpg"
"http://www1.ala.org.au/gallery2/d/18795-4/aenetus_dulcis_02.jpg","Aenetus dulcis","","","","Lepidoptera","Hepialidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1153229/raw.jpg"
"http://www1.ala.org.au/gallery2/d/18791-4/aenetus_dulcis_01.jpg","Aenetus dulcis","","","","Lepidoptera","Hepialidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1153223/raw.jpg"
"http://www1.ala.org.au/gallery2/d/31975-4/angonyx_excellens_02.jpg","Angonyx excellens","","","","Lepidoptera","Sphingidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1155037/raw.jpg"
"http://www1.ala.org.au/gallery2/d/31971-4/angonyx_excellens_01.jpg","Angonyx excellens","","","","Lepidoptera","Sphingidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1155028/raw.jpg"
"http://www1.ala.org.au/gallery2/d/34781-4/scieropepla_typhicola_01.jpg","Scieropepla typhicola","","","","Lepidoptera","Xyloryctidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/166/1662439/raw.jpg"
"http://www1.ala.org.au/gallery2/d/34785-4/scieropepla_typhicola_02.jpg","Scieropepla typhicola","","","","Lepidoptera","Xyloryctidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/166/1662441/raw.jpg"
"http://www1.ala.org.au/gallery2/d/10911-4/synemon_jcaria_02.jpg","Synemon jcaria","","","","Lepidoptera","Castniidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1152340/raw.jpg"
"http://www1.ala.org.au/gallery2/d/10907-4/synemon_jcaria_01.jpg","Synemon jcaria","","","","Lepidoptera","Castniidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1152335/raw.jpg"
"http://www1.ala.org.au/gallery2/d/26692-4/epicoma_argentata_02.jpg","Thaumetopoeinae","","","","Lepidoptera","Notodontidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281702/raw.jpg"
"http://www1.ala.org.au/gallery2/d/26872-4/epicoma_tristis_02.jpg","Thaumetopoeinae","","","","Lepidoptera","Notodontidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281750/raw.jpg"
"http://www1.ala.org.au/gallery2/d/26748-4/epicoma_contristis_01.jpg","Thaumetopoeinae","","","","Lepidoptera","Notodontidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281716/raw.jpg"
"http://www1.ala.org.au/gallery2/d/26797-4/epicoma_melanosticta_02.jpg","Thaumetopoeinae","","","","Lepidoptera","Notodontidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281734/raw.jpg"
"http://www1.ala.org.au/gallery2/d/26673-4/cynosarga_ornata_01.jpg","Thaumetopoeinae","","","","Lepidoptera","Notodontidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281696/raw.jpg"
"http://www1.ala.org.au/gallery2/d/26883-4/epicoma_zelotes_01.jpg","Thaumetopoeinae","","","","Lepidoptera","Notodontidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281752/raw.jpg"
"http://www1.ala.org.au/gallery2/d/26778-4/epicoma_dispar_01.jpg","Thaumetopoeinae","","","","Lepidoptera","Notodontidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281724/raw.jpg"
"http://www1.ala.org.au/gallery2/d/26782-4/epicoma_dispar_02.jpg","Thaumetopoeinae","","","","Lepidoptera","Notodontidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281726/raw.jpg"
"http://www1.ala.org.au/gallery2/d/26853-4/epicoma_protrahens_01.jpg","Thaumetopoeinae","","","","Lepidoptera","Notodontidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281744/raw.jpg"
"http://www1.ala.org.au/gallery2/d/26868-4/epicoma_tristis_01.jpg","Thaumetopoeinae","","","","Lepidoptera","Notodontidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281748/raw.jpg"
"http://www1.ala.org.au/gallery2/d/26737-4/epicoma_barytima_02.jpg","Thaumetopoeinae","","","","Lepidoptera","Notodontidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281714/raw.jpg"
"http://www1.ala.org.au/gallery2/d/26887-4/epicoma_zelotes_02.jpg","Thaumetopoeinae","","","","Lepidoptera","Notodontidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281754/raw.jpg"
"http://www1.ala.org.au/gallery2/d/26722-4/epicoma_barnardi_02.jpg","Thaumetopoeinae","","","","Lepidoptera","Notodontidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281710/raw.jpg"
"http://www1.ala.org.au/gallery2/d/26752-4/epicoma_contristis_02.jpg","Thaumetopoeinae","","","","Lepidoptera","Notodontidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281718/raw.jpg"
"http://www1.ala.org.au/gallery2/d/26703-4/epicoma_asbolina_01.jpg","Thaumetopoeinae","","","","Lepidoptera","Notodontidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281704/raw.jpg"
"http://www1.ala.org.au/gallery2/d/26718-4/epicoma_barnardi_01.jpg","Thaumetopoeinae","","","","Lepidoptera","Notodontidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281708/raw.jpg"
"http://www1.ala.org.au/gallery2/d/26646-4/aglaosoma_variegata_01.jpg","Thaumetopoeinae","","","","Lepidoptera","Notodontidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281690/raw.jpg"
"http://www1.ala.org.au/gallery2/d/26838-4/epicoma_pontificalis_01.jpg","Thaumetopoeinae","","","","Lepidoptera","Notodontidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281740/raw.jpg"
"http://www1.ala.org.au/gallery2/d/26767-4/epicoma_derbyana_02.jpg","Thaumetopoeinae","","","","Lepidoptera","Notodontidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281722/raw.jpg"
"http://www1.ala.org.au/gallery2/d/26763-4/epicoma_derbyana_01.jpg","Thaumetopoeinae","","","","Lepidoptera","Notodontidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281720/raw.jpg"
"http://www1.ala.org.au/gallery2/d/26707-4/epicoma_asbolina_02.jpg","Thaumetopoeinae","","","","Lepidoptera","Notodontidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281706/raw.jpg"
"http://www1.ala.org.au/gallery2/d/26857-4/epicoma_protrahens_02.jpg","Thaumetopoeinae","","","","Lepidoptera","Notodontidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281746/raw.jpg"
"http://www1.ala.org.au/gallery2/d/26827-4/epicoma_phoenura_02.jpg","Thaumetopoeinae","","","","Lepidoptera","Notodontidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281738/raw.jpg"
"http://www1.ala.org.au/gallery2/d/26733-4/epicoma_barytima_01.jpg","Thaumetopoeinae","","","","Lepidoptera","Notodontidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281712/raw.jpg"
"http://www1.ala.org.au/gallery2/d/26842-4/epicoma_pontificalis_02.jpg","Thaumetopoeinae","","","","Lepidoptera","Notodontidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281742/raw.jpg"
"http://www1.ala.org.au/gallery2/d/26677-4/cynosarga_ornata_02.jpg","Thaumetopoeinae","","","","Lepidoptera","Notodontidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281698/raw.jpg"
"http://www1.ala.org.au/gallery2/d/26808-4/epicoma_melanospila_01.jpg","Thaumetopoeinae","","","","Lepidoptera","Notodontidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281728/raw.jpg"
"http://www1.ala.org.au/gallery2/d/26793-4/epicoma_melanosticta_01.jpg","Thaumetopoeinae","","","","Lepidoptera","Notodontidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281732/raw.jpg"
"http://www1.ala.org.au/gallery2/d/26823-4/epicoma_phoenura_01.jpg","Thaumetopoeinae","","","","Lepidoptera","Notodontidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281736/raw.jpg"
"http://www1.ala.org.au/gallery2/d/26812-4/epicoma_melanospila_02.jpg","Thaumetopoeinae","","","","Lepidoptera","Notodontidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281730/raw.jpg"
"http://www1.ala.org.au/gallery2/d/26658-4/axiocleta_perisema_01.jpg","Thaumetopoeinae","","","","Lepidoptera","Notodontidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281692/raw.jpg"
"http://www1.ala.org.au/gallery2/d/26688-4/epicoma_argentata_01.jpg","Thaumetopoeinae","","","","Lepidoptera","Notodontidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281700/raw.jpg"
"http://www1.ala.org.au/gallery2/d/26662-4/axiocleta_perisema_02.jpg","Thaumetopoeinae","","","","Lepidoptera","Notodontidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281694/raw.jpg"
"http://www1.ala.org.au/gallery2/d/26633-4/aglaosoma_periblepta_01.jpg","Thaumetopoeinae","","","","Lepidoptera","Notodontidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/128/1281688/raw.jpg"
"http://www1.ala.org.au/gallery2/d/31705-4/scythris_diatoma_01.jpg","Scythris diatoma","","","","Lepidoptera","Scythrididae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1154899/raw.jpg"
"http://www1.ala.org.au/gallery2/d/20285-4/genduara_contermina_01.jpg","Genduara contermina","","","","Lepidoptera","Lasiocampidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1153822/raw.jpg"
"http://www1.ala.org.au/gallery2/d/18359-4/glyphipterix_trigonaspis_01.jpg","Glyphipterix trigonaspis","","","","Lepidoptera","Glyphipterigidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/166/1661357/raw.jpg"
"http://www1.ala.org.au/gallery2/d/16436-4/tanaoctena_ooptila_01.jpg","Tanaoctena ooptila","","","","Lepidoptera","Galacticidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1152923/raw.jpg"
"http://www1.ala.org.au/gallery2/d/15885-4/enchocrates_glaucopis_01.jpg","Enchocrates glaucopis","","","","Lepidoptera","Depressariidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1152658/raw.jpg"
"http://www1.ala.org.au/gallery2/d/15889-4/enchocrates_glaucopis_02.jpg","Enchocrates glaucopis","","","","Lepidoptera","Depressariidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1152664/raw.jpg"
"http://www1.ala.org.au/gallery2/d/18335-4/glyphipterix_rhanteria_01.jpg","Glyphipterix rhanteria","","","","Lepidoptera","Glyphipterigidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/166/1661353/raw.jpg"
"http://www1.ala.org.au/gallery2/d/29630-4/nycteropa_subovalis_01.jpg","Nycteropa subovalis","","","","Lepidoptera","Oenosandridae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1154289/raw.jpg"
"http://www1.ala.org.au/gallery2/d/29634-4/nycteropa_subovalis_02.jpg","Nycteropa subovalis","","","","Lepidoptera","Oenosandridae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1154293/raw.jpg"
"http://www1.ala.org.au/gallery2/d/34566-4/maroga_setiotricha_03.jpg","Maroga setiotricha","","","","Lepidoptera","Xyloryctidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/166/1662385/raw.jpg"
"http://www1.ala.org.au/gallery2/d/34563-4/maroga_setiotricha_02.jpg","Maroga setiotricha","","","","Lepidoptera","Xyloryctidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/166/1662383/raw.jpg"
"http://www1.ala.org.au/gallery2/d/34559-4/maroga_setiotricha_01.jpg","Maroga setiotricha","","","","Lepidoptera","Xyloryctidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/166/1662381/raw.jpg"
"http://www1.ala.org.au/gallery2/d/21625-4/eloasa_infrequens_01.jpg","Eloasa infrequens","","","","Lepidoptera","Limacodidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1154083/raw.jpg"
"http://www1.ala.org.au/gallery2/d/21629-4/eloasa_infrequens_02.jpg","Eloasa infrequens","","","","Lepidoptera","Limacodidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1154088/raw.jpg"
"http://www1.ala.org.au/gallery2/d/32434-4/macroglossum_insipida_02.jpg","Macroglossum insipida","","","","Lepidoptera","Sphingidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/166/1661872/raw.jpg"
"http://www1.ala.org.au/gallery2/d/32430-4/macroglossum_insipida_01.jpg","Macroglossum insipida","","","","Lepidoptera","Sphingidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/166/1661870/raw.jpg"
"http://www1.ala.org.au/gallery2/d/18167-4/glyphipterix_isozela_01.jpg","Glyphipterix isozela","","","","Lepidoptera","Glyphipterigidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/166/1661325/raw.jpg"
"http://www1.ala.org.au/gallery2/d/18095-4/glyphipterix_gypsonota_01.jpg","Glyphipterix gypsonota","","","","Lepidoptera","Glyphipterigidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1153032/raw.jpg"
"http://www1.ala.org.au/gallery2/d/32188-4/eupanacra_splendens_02.jpg","Eupanacra splendens","","","","Lepidoptera","Sphingidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/166/1661816/raw.jpg"
"http://www1.ala.org.au/gallery2/d/32184-4/eupanacra_splendens_01.jpg","Eupanacra splendens","","","","Lepidoptera","Sphingidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/166/1661814/raw.jpg"
"http://www1.ala.org.au/gallery2/d/21614-4/eloasa_atmodes_02.jpg","Eloasa atmodes","","","","Lepidoptera","Limacodidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1154076/raw.jpg"
"http://www1.ala.org.au/gallery2/d/21610-4/eloasa_atmodes_01.jpg","Eloasa atmodes","","","","Lepidoptera","Limacodidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1154072/raw.jpg"
"http://www1.ala.org.au/gallery2/d/32086-4/coequosa_australasiae_02.jpg","Coequosa australasiae","","","","Lepidoptera","Sphingidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1155101/raw.jpg"
"http://www1.ala.org.au/gallery2/d/32082-4/coequosa_australasiae_01.jpg","Coequosa australasiae","","","","Lepidoptera","Sphingidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1155097/raw.jpg"
"http://www1.ala.org.au/gallery2/d/32089-4/coequosa_australasiae_03.jpg","Coequosa australasiae","","","","Lepidoptera","Sphingidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1155109/raw.jpg"
"http://www1.ala.org.au/gallery2/d/16468-4/symmetrischema_tangolias_01.jpg","Symmetrischema tangolias","","","","Lepidoptera","Gelechiidae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/115/1152933/raw.jpg"
"http://www1.ala.org.au/gallery2/d/21323-4/sarisophora_leptoglypta_01.jpg","Sarisophora leptoglypta","","","","Lepidoptera","Lecithoceridae","","","",,"Len Willan","http://bie.ala.org.au/repo/1006/166/1661758/raw.jpg"
